session_key,lap_number,timestamp,driver,team,position,interval_gap,strategy_mode,recommended_mode,race_strategy,strategic_reason,tyre_compound,stint_number,stint_lap_count,tyre_wear_pct,tyre_temp_C,tyre_cliff_reached,expected_tyre_life,pit_stop_flag,pit_stop_count,undercut_window,overcut_window,lap_time,delta_lap_time,average_pace_window,momentum_indicator,engine_power_pct,throttle_pct,energy_management_pct,drs_status,speed_kph,fuel_load_kg,air_temperature_C,track_temperature_C,rainfall_mm,humidity_pct,wind_speed_mps,weather_condition,flag_status,incident_category,incident_message,race_pace_score,win_probability,power_anomaly_score,racecraft_anomaly_score,push_signal,degradation_warning,tire_management_skill
RACE_2025_COTA_27,27,2025-10-18T14:40:20.845000,VER,Red Bull Racing,4,7.972,Aggressive,Neutral,Aggressive-Two,,Medium,2,3,5.88,97.2,False,28.3,False,2,False,False,86.33,-2.227,93.853,-0.8261,100.0,95.6,7.2,Inactive,227.3,59.55,34.4,50.9,0.0,58.5,3.0,Clear,Green,None,,97.94,0.5376,0.5,0.165,PUSH,False,0.93
RACE_2025_COTA_28,28,2025-10-18T14:41:54.432000,VER,Red Bull Racing,4,7.186,Aggressive,Neutral,Aggressive-Two,,Medium,2,4,9.44,93.8,False,26.8,False,2,False,False,86.901,0.572,93.248,-0.6057,100.0,95.28,1.76,Inactive,237.7,57.83,32.8,48.0,0.0,71.6,3.8,Clear,Green,None,,94.89,0.5208,0.5,0.077,MAINTAIN,False,0.93
RACE_2025_COTA_29,29,2025-10-18T14:43:24.379000,VER,Red Bull Racing,4,6.475,Aggressive,Neutral,Aggressive-Two,,Medium,2,5,13.74,87.9,False,25.3,False,2,False,False,86.968,0.067,87.684,-5.5641,100.0,96.54,0.0,Inactive,236.1,55.98,30.7,46.1,0.0,68.5,2.3,Clear,Green,None,,93.06,0.5005,0.5,0.058,MAINTAIN,False,0.93
RACE_2025_COTA_30,30,2025-10-18T14:44:59.132000,VER,Red Bull Racing,4,7.953,Aggressive,Neutral,Aggressive-Two,,Medium,2,6,19.06,90.8,False,23.6,False,2,False,False,87.317,0.349,87.215,-0.469,99.64,97.67,0.0,Inactive,222.3,54.26,32.0,46.1,0.0,67.1,6.3,Clear,Green,None,,90.43,0.4755,0.464,0.366,MAINTAIN,False,0.93
RACE_2025_COTA_31,31,2025-10-18T14:46:33.286000,VER,Red Bull Racing,4,8.372,Aggressive,Neutral,Aggressive-Two,,Medium,2,7,26.04,94.5,False,21.7,False,2,False,False,87.435,0.118,86.99,-0.2244,99.85,98.34,0.0,Inactive,218.0,52.5,33.1,49.1,0.0,57.4,3.1,Clear,Green,None,,87.73,0.4426,0.485,0.276,MAINTAIN,False,0.93
RACE_2025_COTA_32,32,2025-10-18T14:48:04.176000,VER,Red Bull Racing,4,6.657,Aggressive,Neutral,Aggressive-Two,,Medium,2,8,33.71,90.6,False,19.8,False,2,False,False,88.577,1.142,87.44,0.4494,94.37,94.12,0.0,Inactive,212.9,50.84,31.6,46.7,0.0,57.4,6.8,Clear,Green,None,,82.53,0.4065,0.063,2.008,MAINTAIN,False,0.93
RACE_2025_COTA_33,33,2025-10-18T14:49:38.609000,VER,Red Bull Racing,4,7.766,Aggressive,Neutral,Aggressive-Two,,Medium,2,9,42.76,93.8,False,17.7,False,2,False,False,89.212,0.635,87.902,0.462,94.66,86.6,0.0,Inactive,202.3,49.05,34.2,47.3,0.0,69.0,3.5,Clear,Green,None,,77.97,0.3638,0.034,0.893,MAINTAIN,False,0.93
RACE_2025_COTA_34,34,2025-10-18T14:51:09.803000,VER,Red Bull Racing,4,9.452,Aggressive,Neutral,Aggressive-Two,,Medium,2,10,52.33,88.5,False,15.5,False,2,False,False,88.858,-0.353,88.28,0.378,89.97,85.96,0.0,Inactive,197.3,47.39,28.3,45.0,0.0,64.4,4.9,Clear,Green,None,,75.4,0.3188,0.503,0.496,MAINTAIN,False,0.93
RACE_2025_COTA_35,35,2025-10-18T14:52:43.382000,VER,Red Bull Racing,4,9.266,Aggressive,Neutral,Aggressive-Two,,Medium,2,11,63.32,96.5,False,13.1,False,2,False,False,90.564,1.706,88.929,0.6495,90.12,91.54,0.0,Inactive,175.8,45.57,32.1,45.7,0.0,63.8,8.4,Clear,Green,None,,67.8,0.267,0.488,1.538,MAINTAIN,False,0.93
RACE_2025_COTA_36,36,2025-10-18T14:54:18.905000,VER,Red Bull Racing,4,12.628,Aggressive,Defensive,Aggressive-Two,,Medium,2,12,76.25,91.4,False,10.5,False,2,False,False,89.232,-1.333,89.289,0.3594,83.5,89.43,0.0,Inactive,175.8,43.72,30.5,47.3,0.0,64.7,6.4,Clear,Green,None,,66.2,0.2061,1.15,1.152,CONSERVE,False,0.93
RACE_2025_COTA_37,37,2025-10-18T14:55:48.676000,VER,Red Bull Racing,5,9.427,Aggressive,Neutral,Aggressive-Two,Emergency stop - tire degradation,Medium,3,0,0.0,50.0,False,7.8,True,3,False,False,114.201,24.969,94.413,5.1248,100.0,96.63,0.0,Inactive,262.0,41.83,28.5,44.7,0.0,63.3,3.7,Clear,Green,None,,37.96,0.4845,0.5,3.449,MAINTAIN,False,0.93
RACE_2025_COTA_38,38,2025-10-18T14:57:24.513000,VER,Red Bull Racing,5,11.37,Neutral,Neutral,Aggressive-Two,,Medium,3,1,1.09,65.0,False,30.9,False,3,False,False,88.612,-25.589,94.293,-0.1199,98.36,100.0,2.5,Inactive,233.9,39.95,32.2,50.1,0.0,60.1,8.3,Clear,Green,None,,94.12,0.4801,0.336,1.889,PUSH,False,0.93
RACE_2025_COTA_39,39,2025-10-18T14:58:56.423000,VER,Red Bull Racing,5,10.096,Neutral,Neutral,Aggressive-Two,,Medium,3,2,2.3,80.0,False,29.7,False,3,False,False,88.568,-0.044,94.235,-0.058,97.65,99.96,4.4,Inactive,231.1,38.14,31.9,44.1,0.0,69.4,7.9,Clear,Green,None,,93.99,0.4752,0.265,0.003,MAINTAIN,False,0.93
RACE_2025_COTA_40,40,2025-10-18T15:00:30.430000,VER,Red Bull Racing,5,10.763,Neutral,Neutral,Aggressive-Two,,Medium,3,3,4.02,89.4,False,28.5,False,3,False,False,86.519,-2.049,93.426,-0.809,99.46,94.17,5.47,Inactive,244.3,36.48,28.7,45.8,0.0,69.0,8.3,Clear,Green,None,,98.0,0.4683,0.446,0.154,PUSH,False,0.93
RACE_2025_COTA_41,41,2025-10-18T15:02:00.440000,VER,Red Bull Racing,5,8.969,Neutral,Neutral,Aggressive-Two,,Medium,3,4,6.18,87.1,False,27.2,False,3,False,False,85.452,-1.067,92.671,-0.7559,99.68,100.0,6.87,Inactive,238.3,34.61,32.5,44.9,0.0,71.9,5.4,Clear,Green,None,,99.73,0.4595,0.468,0.145,PUSH,False,0.93
RACE_2025_COTA_42,42,2025-10-18T15:03:34.525000,VER,Red Bull Racing,5,10.179,Neutral,Neutral,Aggressive-Two,,Medium,3,5,9.45,87.7,False,25.8,False,3,False,False,86.031,0.579,87.037,-5.6339,97.25,95.04,9.2,Inactive,240.5,32.76,32.5,50.5,0.0,55.7,5.2,Clear,Green,None,,97.54,0.4464,0.225,0.534,MAINTAIN,False,0.93
RACE_2025_COTA_43,43,2025-10-18T15:05:09.281000,VER,Red Bull Racing,5,10.223,Neutral,Neutral,Aggressive-Two,,Medium,3,6,12.68,89.5,False,24.4,False,3,False,False,85.051,-0.98,86.324,-0.7122,94.97,97.66,11.49,Inactive,232.2,30.94,29.2,44.6,0.0,67.3,2.6,Clear,Green,None,,98.8,0.4333,0.003,0.743,PUSH,False,0.93
RACE_2025_COTA_44,44,2025-10-18T15:06:40.788000,VER,Red Bull Racing,5,10.134,Neutral,Neutral,Aggressive-Two,,Medium,3,7,17.3,90.6,False,22.8,False,3,False,False,87.951,2.9,86.201,-0.1234,95.58,93.16,13.55,Inactive,230.8,29.28,31.8,49.8,0.0,63.3,4.6,Clear,Green,None,,91.01,0.4147,0.058,1.893,MAINTAIN,False,0.93
RACE_2025_COTA_45,45,2025-10-18T15:08:15.456000,VER,Red Bull Racing,5,10.326,Neutral,Neutral,Aggressive-Two,,Medium,3,8,22.7,88.7,False,21.2,False,3,False,False,86.105,-1.846,86.118,-0.0829,92.06,92.03,15.19,Inactive,221.8,27.41,34.7,49.8,0.0,69.1,3.5,Clear,Green,None,,93.34,0.3928,0.294,1.069,PUSH,False,0.93
RACE_2025_COTA_46,46,2025-10-18T15:09:48.429000,VER,Red Bull Racing,5,9.723,Neutral,Neutral,Aggressive-Two,,Medium,3,9,29.4,89.0,False,19.3,False,3,False,False,86.463,0.358,86.32,0.2021,91.71,90.4,18.11,Inactive,223.0,25.64,34.2,52.1,0.0,70.6,4.8,Clear,Green,None,,90.5,0.3658,0.329,0.214,MAINTAIN,False,0.93
RACE_2025_COTA_47,47,2025-10-18T15:11:21.064000,VER,Red Bull Racing,5,11.861,Neutral,Neutral,Aggressive-Two,,Medium,3,10,34.84,85.9,False,17.6,False,3,False,False,86.612,0.149,86.436,0.1161,91.26,87.17,19.29,Inactive,223.0,23.96,31.0,43.4,0.0,57.4,2.4,Clear,Green,None,,88.39,0.3438,0.374,0.102,MAINTAIN,False,0.93
RACE_2025_COTA_48,48,2025-10-18T15:12:53.205000,VER,Red Bull Racing,5,10.443,Neutral,Neutral,Aggressive-Two,,Medium,3,11,42.81,83.0,False,15.6,False,3,False,False,86.941,0.329,86.814,0.3779,90.84,90.12,21.93,Inactive,188.8,22.13,34.7,50.1,0.0,69.0,3.1,Clear,Green,None,,85.14,0.3117,0.416,0.401,MAINTAIN,False,0.93
RACE_2025_COTA_49,49,2025-10-18T15:14:24.360000,VER,Red Bull Racing,5,11.976,Neutral,Neutral,Aggressive-Two,,Medium,3,12,50.1,90.9,False,13.7,False,3,False,False,87.677,0.737,86.759,-0.0547,88.46,89.36,24.16,Inactive,199.2,20.32,30.4,45.3,0.0,60.9,2.4,Clear,Green,None,,81.19,0.2822,0.654,1.357,MAINTAIN,False,0.93
RACE_2025_COTA_50,50,2025-10-18T15:15:57.960000,VER,Red Bull Racing,5,12.979,Neutral,Neutral,Aggressive-Two,,Medium,3,13,59.55,91.4,False,11.6,False,3,False,False,87.601,-0.077,87.059,0.2992,85.26,87.55,26.37,Inactive,181.6,18.49,32.3,49.4,0.0,67.9,7.2,Clear,Green,None,,78.27,0.2441,0.974,0.162,CONSERVE,False,0.93
RACE_2025_COTA_51,51,2025-10-18T15:17:31.450000,VER,Red Bull Racing,5,12.846,Neutral,Neutral,Aggressive-Two,,Medium,3,14,68.35,87.3,False,9.5,False,3,False,False,88.563,0.962,87.479,0.42,84.27,83.12,28.53,Inactive,172.1,16.66,33.1,45.5,0.0,57.5,4.2,Clear,Green,None,,73.29,0.2085,1.073,1.423,CONSERVE,False,0.93
RACE_2025_COTA_52,52,2025-10-18T15:19:05.264000,VER,Red Bull Racing,5,13.09,Neutral,Defensive,Aggressive-Two,,Medium,3,15,77.41,90.6,False,7.3,False,3,False,False,89.44,0.877,88.044,0.5656,82.58,88.45,30.61,Inactive,163.2,14.92,29.1,44.5,0.0,67.7,5.1,Clear,Green,None,,68.4,0.172,1.242,1.078,CONSERVE,False,0.93
RACE_2025_COTA_53,53,2025-10-18T15:20:38.592000,VER,Red Bull Racing,7,19.469,Neutral,Defensive,Aggressive-Two,Emergency stop - tire degradation,Medium,3,16,87.39,95.2,True,5.1,True,3,False,False,113.745,24.305,93.405,5.3608,80.08,79.13,32.01,Inactive,161.3,13.1,29.0,45.1,0.0,68.9,4.1,Clear,Green,None,,11.57,0.0878,1.492,3.625,CONSERVE,True,0.93
RACE_2025_COTA_54,54,2025-10-18T15:22:12.073000,VER,Red Bull Racing,9,26.663,Neutral,Defensive,Aggressive-Two,Emergency stop - tire degradation,Medium,3,17,99.91,96.0,True,2.5,True,3,False,False,115.775,2.03,99.025,5.6195,74.74,75.66,34.87,Inactive,148.7,11.27,32.9,48.7,0.0,56.2,4.9,Clear,Green,None,,3.02,0.027,2.026,0.282,CONSERVE,True,0.93
RACE_2025_COTA_55,55,2025-10-18T15:23:45.097000,VER,Red Bull Racing,10,29.119,Neutral,Defensive,Aggressive-Two,Emergency stop - tire degradation,Medium,3,18,100.0,91.5,True,1.5,True,3,False,False,115.477,-0.298,104.6,5.5752,75.01,76.02,36.58,Inactive,145.6,9.44,32.4,45.8,0.0,67.7,4.9,Clear,Green,None,,3.81,0.0135,1.999,0.042,CONSERVE,True,0.93
RACE_2025_COTA_56,56,2025-10-18T15:25:16.649000,VER,Red Bull Racing,10,27.287,Neutral,Defensive,Aggressive-Two,Emergency stop - tire degradation,Medium,3,19,100.0,85.9,True,0.5,True,3,False,False,115.597,0.12,110.007,5.4069,77.64,81.01,38.66,Inactive,143.5,8.0,34.4,48.4,0.0,58.2,3.7,Clear,Green,None,,3.75,0.0135,1.736,0.018,CONSERVE,True,0.93
RACE_2025_COTA_57,57,2025-10-18T15:26:49.837000,VER,Red Bull Racing,10,26.662,Neutral,Defensive,Aggressive-Two,Emergency stop - tire degradation,Medium,3,20,100.0,84.6,True,0.0,True,3,False,False,115.603,0.006,115.239,5.2327,75.46,75.9,40.32,Inactive,142.6,8.0,32.2,48.6,0.0,59.5,5.1,Clear,Green,None,,3.91,0.0135,1.954,0.008,CONSERVE,True,0.93
RACE_2025_COTA_58,58,2025-10-18T15:28:21.413000,VER,Red Bull Racing,10,27.099,Neutral,Defensive,Aggressive-Two,Emergency stop - tire degradation,Medium,3,21,100.0,89.6,True,0.0,True,3,False,False,114.962,-0.641,115.483,0.2434,75.82,69.49,42.7,Inactive,150.6,8.0,28.6,43.0,0.0,70.0,3.3,Clear,Green,None,,5.55,0.0135,1.918,1.54,CONSERVE,True,0.93
RACE_2025_COTA_1,1,2025-10-18T14:00:00.097000,PER,Red Bull Racing,2,3.678,Neutral,Neutral,Aggressive-Two,,Soft,0,1,1.59,65.0,False,18.8,False,0,False,False,90.864,0.193,90.768,0.0,100.0,100.0,100.0,Inactive,234.7,107.05,32.9,48.3,0.0,67.1,3.7,Clear,Green,None,,98.74,0.6643,0.5,0.0,MAINTAIN,False,0.85
RACE_2025_COTA_2,2,2025-10-18T14:01:36.139000,PER,Red Bull Racing,2,3.17,Neutral,Neutral,Aggressive-Two,,Soft,0,2,3.55,91.7,False,17.6,False,0,False,False,90.109,-0.756,90.548,0.0,100.0,99.29,100.0,Inactive,260.9,105.28,30.8,42.9,0.0,55.1,4.3,Clear,Green,None,,99.72,0.6533,0.5,0.0,PUSH,False,0.85
RACE_2025_COTA_3,3,2025-10-18T14:03:09.900000,PER,Red Bull Racing,2,2.382,Neutral,Neutral,Aggressive-Two,,Soft,0,3,6.68,90.5,False,16.2,False,0,False,False,89.869,-0.24,90.378,0.0,100.0,98.29,100.0,Inactive,240.8,103.39,34.3,50.6,0.0,72.7,5.8,Clear,Green,None,,99.15,0.6357,0.5,0.0,MAINTAIN,False,0.85
RACE_2025_COTA_4,4,2025-10-18T14:04:41.701000,PER,Red Bull Racing,2,2.53,Neutral,Neutral,Aggressive-Two,,Soft,0,4,10.03,90.7,False,14.7,False,0,False,False,89.38,-0.488,90.179,0.0,100.0,100.0,100.0,Inactive,236.0,101.63,28.4,41.7,0.0,59.2,5.8,Clear,Green,None,,99.05,0.6169,0.5,0.858,PUSH,False,0.85
RACE_2025_COTA_5,5,2025-10-18T14:06:14.624000,PER,Red Bull Racing,2,1.494,Neutral,Neutral,Aggressive-Two,,Soft,0,5,14.76,95.5,False,13.2,False,0,False,False,89.841,0.461,90.013,-0.1661,100.0,100.0,100.0,Inactive,219.4,99.83,31.9,46.5,0.0,69.7,1.6,Clear,Green,None,,96.38,0.5904,0.5,0.724,MAINTAIN,False,0.85
RACE_2025_COTA_6,6,2025-10-18T14:07:48.087000,PER,Red Bull Racing,2,2.547,Neutral,Neutral,Aggressive-Two,,Soft,0,6,21.08,90.3,False,11.4,False,0,False,False,90.305,0.463,89.901,-0.1119,99.42,99.76,100.0,Inactive,226.0,98.03,33.0,50.5,0.0,64.6,4.0,Clear,Green,None,,93.15,0.5549,0.442,0.823,MAINTAIN,False,0.85
RACE_2025_COTA_7,7,2025-10-18T14:09:19.244000,PER,Red Bull Racing,2,1.941,Neutral,Neutral,Aggressive-Two,,Soft,0,7,27.97,89.6,False,9.5,False,0,False,False,90.53,0.226,89.985,0.0843,97.78,95.95,100.0,Inactive,215.5,96.34,32.5,46.2,0.0,57.7,6.1,Clear,Green,None,,90.25,0.5163,0.278,0.403,MAINTAIN,False,0.85
